      0.298843827    -0.060655474     0.033867546     0.643386791 10000
       -1.5495968    0.0242999816   -0.0121440218    -0.219578247 01000
  -4.93526354e-05    -0.784959297     0.298156234 -0.000182528685 00100
   0.000383053886       1.6203278     -1.88685308   0.00125028814 00010
       0.35027527    -0.094957536    0.0501846882     0.923814024 00001
     -0.580082054      0.19309208   -0.0988259403     -1.30108783 20000
       3.14649254     -1.00345111      0.54407494       9.0456232 11000
     -0.598140105     0.163909477      -0.1783666     -1.83147012 02000
     0.0147903093      4.18444452    -0.807760302    0.0247896679 10100
      -0.06328809     -3.40462276     0.707228099   -0.0958261956 01100
   -0.00260321467  -0.00165120414  -0.00238611292   0.00261275942 00200
    -0.0384067914     -41.0919922      7.74177817   -0.0435261112 10010
      0.206430128      23.1074779     -4.19297077     0.204492475 01010
      0.279208441    0.0573324385    0.0344182717     0.526384453 00110
      -2.80891077      0.68137399    -0.370069182     -4.88729541 10001
       7.58061504      -2.3253237      1.20225981      18.6959874 01001
      0.143886506      5.83046298     -1.11525278     0.230368407 00101
      -1.12422985    -0.191130457   -0.0730453158     -1.73252976 00020
    -0.0452896779     -66.3194083       12.596821   -0.0674559249 00011
       8.39576733      4.09276202     0.157578545      24.1546253 00002
       4.57574138     -0.96447816     0.620196529      9.15344916 30000
      -42.9170176       8.7040491     -5.86357934     -94.5635078 21000
       115.270705      -21.522648      15.7377882      291.016762 12000
      -73.1692663      12.1677344     -9.74983979     -198.724088 03000
     -0.144516932     -21.8959236      4.24814029    -0.253902235 20100
      0.827945509      130.340796      -24.821275      1.57347685 11100
     -0.657360924     -149.896683      27.9526406     -1.68895168 02100
      0.753368351     0.326356515    0.0336511972      2.17806969 10200
      -3.67434454      -1.9873339    0.0105148308     -10.8954826 01200
  -0.000505310957     -3.78959154     0.720654997    0.0223057803 00300
       1.22799323      221.350523     -42.8789013      2.06013237 20010
       -6.5395487     -1319.07595      251.116876     -11.4942655 11010
       5.02230427      1588.71543       -300.6345       10.990619 02010
      -18.8189656    -0.514816256     -2.06780777      -50.267107 10110
       86.8851297      -4.9968927      9.67944064      242.377827 01110
     -0.183071452      88.8087103     -16.8426386    -0.580326974 00210
       25.6585531     -0.46389213      2.23911961      43.5667532 20001
      -152.393005       16.489668     -16.3608108     -283.615148 11001
       206.601884     -26.6758597      23.6118521      448.829297 02001
      -3.18187072     -40.9528942      7.74553525     -6.17764503 10101
       9.14455539      129.841865     -24.0010689      17.0407075 01101
      -1.12393152     -4.93834387     0.802372992     -1.86265721 00201
       106.001551     -8.19665703      13.0002012      275.896874 10020
      -462.783215      69.1423178      -59.226085       -1265.999 01020
      0.452719969     -908.836629      172.790986      2.17459392 00120
       20.9777319      537.123499     -103.119361      37.8035418 10011
      -73.4737627     -1748.69845      329.367048     -126.214883 01011
      -13.1967632     -12.8984024      2.04988741     -28.2831747 00111
       52.2492894      280.115729     -44.3390233      124.137283 10002
      -85.1891459     -666.801674      102.885894     -275.330428 01002
       32.3545657     -74.3397319      18.9552779      65.3534016 00102
      -1.06189036      3194.80127     -609.429437     -4.89138769 00030
       119.635193      108.345746     -12.5541616      255.232761 00021
        -2.858746     -154.831382       27.948548      4.72318165 00012
       5.93117754      27.3408361     -4.58954583      11.0720369 00003
      -37.6621322      2.49515539     -3.82166692     -68.0697312 40000
       448.838127      -32.947387      46.7758773      850.085509 31000
      -1831.09765       141.53268     -194.724533     -3673.29468 22000
       2886.83041     -230.284578      310.325019       6149.9935 13000
      -1349.01333      146.087789     -148.417018     -2774.87372 04000
      0.420005506      46.0640003     -9.16087949     0.400150921 30100
      -5.19321165     -291.295668      57.0992926     -8.04662494 21100
       16.8594892     -149.415668      31.3160836      33.8600428 12100
      -20.7669074      2117.38536     -411.769753     -49.7011145 03100
      -6.54005093     -0.67503185    -0.544872842     -14.9859617 20200
       36.1075754       8.7880769      2.00257017      94.9940424 11200
      -28.6141566      1.77885978     -4.00859021     -124.477975 02200
      0.382833923      26.1470108      -5.0924738     0.520118029 10300
     -0.386335404      -56.685668      10.9969299     -1.63832219 01300
       1.45341771     -1.20238083     0.376045656      2.53398417 00400
       -9.6711874     -873.737684      170.830249     -14.9959519 30010
       100.091133      7442.98289     -1439.50612       171.41121 21010
      -313.751879     -15274.1566       2906.4181     -574.984031 12010
       335.380096      99.4873004      13.7868806      627.156344 03010
       120.102911      24.5146691      7.98319943      261.072377 20110
      -685.180893     -143.664468      -43.028192     -1692.16193 11110
       525.038805     -185.046674      100.885247       2104.6915 02110
      -6.10194914      -419.26143      81.1012476      -7.9009074 10210
        19.056831      840.084065     -156.359814      42.8725767 01210
      -15.4939082       9.0621119     -2.96339268     -27.6745372 00310
      -69.6730956      -27.616935    -0.307261985     -104.229291 30001
       519.702696       157.11077      15.3313341      828.699048 21001
      -435.615276     -507.016808      41.7897736     -810.079136 12001
      -1496.48424      917.723638     -275.961717     -2541.37743 03001
       13.6917575      76.1721667     -13.9349591      22.4473563 20101
      -12.8428363     -256.449424      48.3801081      8.57661696 11101
      -149.079447     -451.061252       77.447966       -272.2051 02101
      -11.2276287      125.266314     -25.9085608        -22.4891 10201
       92.8525785     -417.786571      94.8572108      189.989347 01201
       1.71052953      32.1593288     -5.85383711    -0.583044036 00301
      -705.427223     -124.799644     -48.5524946      -1462.4644 20020
       4346.57598       397.36632      360.810926      9968.41702 11020
      -4418.19816      868.672617     -659.671369     -13606.2224 02020
       52.0239035      3672.32469     -704.038314       77.005904 10120
      -236.544726     -10452.4406      1936.50508     -458.092467 01120
       66.6644936      8.27786047     0.812161486      113.202016 00220
      -130.424252     -1565.66927      299.688152     -241.602806 20011
         362.1557      6448.04358     -1238.32489      617.927481 11011
       187.372772      3217.35947     -616.836077      327.205927 02011
      -88.1450724     -509.466943      94.8465605     -99.3254447 10111
        122.66077      2252.11755     -468.212125     -145.308876 01111
      -35.1382552     -175.305708      31.5875002     -92.1196392 00211
      -298.415824     -641.550568      80.5795321     -669.701185 20002
      -30.6976685     -93.1228509      9.55658548     -83.6228125 11002
        -18.97794     -23.5616499     0.510389718     -47.8290124 02002
       158.851552     -165.695111      52.4210603       295.87717 10102
        28.034687      -62.316223      15.0215428      53.5044933 01102
      -50.7230064     -910.952621      225.443013      -247.72172 00202
      -195.642459     -14550.4906      2778.00035     -315.878558 10030
       851.029693      47590.4335     -8860.24643      1580.77542 01030
      -353.260578     -569.188806      103.577025     -591.973604 00130
       146.919637      -212.42603      75.9252236      373.039782 10021
       71.5594586      212.739692     -39.5911353      84.7842291 01021
      -17.5385997      329.714016     -67.5825404      243.206861 00121
       9.34307523     -26.7824769      6.41210357      19.1819501 10012
      0.579303305     -9.78620998      1.96750645      1.86035402 01012
      -29.3503406     -117.021523      24.2763739     -76.0618919 00112
       1.13406138      2.45434183    -0.354597953      2.04486299 10003
      0.200559853   -0.0212870415    0.0220012012      0.33852818 01003
     0.0738742751     0.648414073    -0.113174379     0.258449584 00103
       893.098773      2138.37751     -402.428009       1519.0968 00040
      -14.7123217      46.6130484     -10.7898278      44.0935808 00031
      -9.80937241     -20.0262626      3.55212952     -22.9015368 00022
    -0.0405360375    0.0220999976  -0.00781612317   -0.0788020327 00013
    -0.0201868935  -0.00454060108  -0.00109515727   -0.0429609464 00004
       143.033357     -0.84025276      12.3396036      236.829275 50000
      -1861.94686      26.4194967     -165.494738     -3195.42028 41000
       8110.26285     -203.961949      748.597129      14628.4379 32000
      -11589.9318      536.475118     -1139.22531     -22906.9641 23000
      -2135.66258     -300.869592     -120.756671      -1657.2058 14000
       4793.58914     -541.382194      558.838047      12008.5051 05000
       2.22297559      142.999348     -25.8857765      7.03215345 40100
      -1.45411601     -1829.69317      336.966431     -33.3400657 31100
      -96.8919892      9004.32863     -1689.60769      -75.679641 22100
        321.96693     -15387.0671      2901.35868      480.468853 13100
       -213.44868     -3144.35026       680.92649     -363.688037 04100
       36.1120619     -27.0415277      8.45876176      64.5505465 30200
       -276.78115      328.567471     -88.8419773     -505.340475 21200
       779.285621     -1526.26634       370.39802      1473.86195 12200
      -1108.84337      2268.87332     -549.272354     -1987.16203 03200
      -4.86196726     -13.3913628      2.52383041     -6.93752275 20300
       24.6525729     -76.5766408      16.7902456      42.4216352 11300
      -44.1078176      209.288853     -50.4884323     -75.2985539 02300
      -11.4139158      2.04254898     -1.85143664     -19.5745163 10400
      -1.62877691      30.6057718      -5.0999491     -7.97492367 01400
     -0.224491283     -3.26977756     0.482923789    -0.449577596 00500
      -16.0543255      909.672763     -185.358807     -41.7038798 40010
      -7.85040839     -10960.6856      2172.21841      78.9074697 31010
       552.636005      29413.8871     -5632.44754      920.239742 22010
      -867.678685      2517.74398     -823.703441     -1858.20173 13010
      -1026.99318     -6648.96073      970.087748     -2107.30031 04010
      -312.829216      28.5091718     -36.6723222     -581.472625 30110
       1485.63784      14.4604921      143.668158      2968.38874 21110
      -202.392977      365.105814     -101.701271     -1658.80659 12110
      -744.881273      3128.34746     -693.947509       -2141.437 03110
       84.6087133      530.474424     -101.372348      126.899905 20210
      -417.556359     -2627.20424      489.875175     -743.289557 11210
       732.856946      7782.06202     -1424.32653      1279.36461 02210
       158.157531     -44.1948184       31.651524      290.130786 10310
      -9.65785574     -217.767116      15.7333791      -21.267436 01310
     -0.903070294      118.935689     -21.6813286     -2.08714281 00410
      -100.125223      5.24155241     -10.7673435     -181.359573 40001
      -7.16962235     -108.892079       28.811129      122.242146 31001
       1277.77815     -189.391942      134.539503      1982.22012 22001
       672.422948      117.645348      32.8843495        1012.539 13001
       204.181499      159.332848     -11.0035058      294.302575 04001
      -17.2383018     -118.869173       21.473316     -17.6067688 30101
       73.8574833      528.055151     -96.6350577        46.21024 21101
      -98.9362973      -470.66428      85.6479007     -168.184903 12101
      -48.1846215     -310.203854      58.1344721     -66.3545293 03101
       97.5871146     -158.621345      43.4587893      188.282123 20201
      -354.799314       683.44328     -184.823143     -686.298222 11201
       1.53269601      916.073991     -180.464174     -33.4549123 02201
      -70.4953776      329.101894     -65.7191138     -62.5870585 10301
       242.282641     -1411.36142      279.580054      311.305271 01301
      -21.1506601     -97.9439978      17.6045224     -23.6160926 00401
       784.939906      586.426421     -32.9489144      1127.72701 30020
      -3489.91888     -4302.39739      506.850886      -4475.7102 21020
       -2303.5277     -1128.56379     -14.3328191     -4166.96451 12020
      -1082.84922      400.730283     -193.463295     -2231.95208 03020
      -170.709138      2545.89527     -480.900643     -199.354655 20120
       90.6052575     -13561.6694      2573.58483      101.048931 11120
       236.988904     -5181.48573      998.080723      442.229783 02120
      -514.716875      54.4947014     -92.9053524     -1049.39671 10220
       501.511425      965.091282     -12.2644406      1003.36569 01220
       64.7188494      291.580308     -52.5955401      110.693248 00320
       98.7740299     -149.914041      35.6243414      256.798102 30011
       72.8317693      942.891703     -181.124147      137.210309 21011
        20.793438      369.939634     -71.9037629      42.8847563 12011
        7.1625147       119.32404     -23.2207095       16.530591 03011
       152.989276      -100.27691      39.3850718      144.480663 20111
      -32.8981187      316.420777     -67.0992457     -112.171568 11111
      -4.93651695      175.883544     -36.0738996     -30.2390179 02111
      -53.1925019     -95.3376438       13.713831     -369.081783 10211
       48.6698092      36.4730097      -1.6323343      33.0346644 01211
         115.1621       1505.8499     -283.504814      157.091976 00311
       49.4942305     -276.192478      59.8265519      103.716564 30002
       20.2722363     -49.6028999      11.8959136      39.3805348 21002
       5.30871328     -9.20190761       2.2950963      9.84509726 12002
      0.961795925     -2.20064895     0.471468518      1.59547404 03002
       26.2864982      55.4200259     -7.50855372      44.7086935 20102
       5.74963824      12.8193094     -1.83365169      10.2170294 11102
       1.25543731       2.8156113    -0.405241568      2.30067061 02102
       49.4267961     -30.5434127      15.9337348      98.7765122 10202
       12.1781059      -3.4273344      3.15017809      22.8544098 01202
      -20.7497507      34.0454957     -11.7840101     -38.2062129 00302
       198.417094     -7330.47975      1419.92506        311.7232 20030
       147.529042      329.810577     -31.1367024      257.685776 11030
       83.0161506      517.812613     -83.4037114      158.120171 02030
      -1088.20474     -24.6804195     -99.4923406     -1850.58512 10130
