      0.293355884   -0.0595645321    0.0333295207     0.629327986 10000
      -1.52089839    0.0199816036  -0.00873475478    -0.143968504 01000
  -9.89854053e-05    -0.771264242     0.298329796 -8.88701714e-05 00100
  -0.000319899585      1.52567015     -1.88649206 -0.000992122853 00010
      0.350674321     0.333825299   -0.0331770063     0.925693375 00001
     -0.607733367     0.199219183    -0.103917327     -1.39023021 20000
       3.35567712      -1.0542156     0.580262637      9.66869369 11000
      -1.33779768     0.303049899    -0.276715348     -3.53329543 02000
     0.0173243818      4.09273106    -0.796923571    0.0254279656 10100
    -0.0831679922     -2.93391847     0.616392101    -0.126030224 01100
    -0.0056516527    0.0302082319  -0.00921853901   -0.0165684853 00200
    -0.0844461929     -41.0765976       7.8069458    -0.106661601 10010
      0.386507269      22.4969319     -4.07763071     0.501614973 01010
      0.224022902     -0.23900898    0.0923404862      0.55439168 00110
      -2.39586887      6.30494805     -1.44325414     -3.99132146 10001
       6.21032361     -12.5998017      3.08985615      15.6602233 01001
      0.247099635      5.88696792      -1.1226029     0.741604104 00101
      -1.39609006     0.530981706    -0.267005046     -2.98089051 00020
     0.0912556529     -61.7308252       11.816314     -1.23043621 00011
      -38.8307384       65.133366      -16.776421     -87.9483939 00002
       4.52413766    -0.574876521     0.542878969      9.05976882 30000
      -40.9714083      5.53710014     -5.10171793     -90.7190253 21000
         105.0625     -14.2222339      13.4684724      269.604151 12000
      -60.4453051      6.64470268     -7.59327515       -170.8879 03000
    -0.0984326875     -17.3775927      3.41090265    -0.134497494 20100
      0.678492635      103.613215     -19.8754575      1.05377203 11100
     -0.103293962     -119.529674      22.4321017    -0.513252834 02100
      0.810182471    -0.292349737      0.15926468      2.34527737 10200
      -3.94536033    -0.158733878    -0.369353446     -11.7073283 01200
    -0.0188403175     -3.62485899     0.689144442   -0.0558500993 00300
       1.26764314      194.416739     -37.9828365      2.15371815 20010
      -7.79087423     -1152.05575      220.688302     -14.0673791 11010
       5.13655726      1372.18773     -261.637322       11.529041 02010
      -17.1659595      4.82025012     -2.97473251     -47.6920195 10110
       81.9489489     -5.81764147      9.44453436      235.122392 01110
    -0.0114730327      92.7814818       -17.73067     0.307590907 00210
       17.5119406     -113.334091      23.9563648      26.5519311 20001
      -102.364648      779.707353     -162.293437     -179.149486 11001
       148.871708     -1191.76474      245.384361      326.661181 02001
      -21.5038576      4.29262088     -2.95281183     -52.5803825 10101
       97.4369115     -83.0092354      26.6194134       223.98493 01101
     -0.270095224      25.0274765     -4.93789018     -1.51906709 00201
       90.4134964     -12.7364881      12.4376077      243.979912 10020
      -437.161323      39.6418653     -51.2350821     -1219.19232 01020
      0.503794505     -917.562128      176.023027    -0.725158185 00120
      -54.3449789      336.659319     -72.2822565     -107.696248 10011
        218.81664     -917.439671      198.746474      585.062897 01011
      -14.8197726      266.864006     -54.1542068     -21.7655674 00111
      -61.9120762      343.421195     -75.4956299     -354.093998 10002
       -400.20312      26.5880432     -43.7972352     -771.365371 01002
      -107.082744      1771.72496     -354.968073     -150.082484 00102
      0.550732807      3164.88749     -608.847985      3.55037726 00030
       87.7748108     -3113.74186      615.473136        157.7535 00021
        34.265774      462.867975     -91.7525904     -71.3617768 00012
       10.3204005      82.6669856     -15.3877395      21.4882522 00003
      -28.8042562     -3.02188125     -1.90423358     -48.4416073 40000
       333.977703      29.2463841      23.9170742      595.045156 31000
      -1254.50674     -92.9574023     -95.6716207     -2384.77266 22000
       1534.19416       112.85753       118.16679      3084.61989 13000
       65.1240909     -33.4414576      17.9547636      412.309669 04000
      -0.81573803      7.78943265     -1.68392375     -1.82188194 30100
       6.45683267      26.2742021     -4.54791428      14.1770084 21100
      -19.8546632     -851.274812      166.077146     -37.2369939 12100
       20.2737827      2147.75549     -412.686717      26.9699167 03100
      -5.15296243      3.44655123     -1.21055361      -12.019186 20200
       36.8803454     -36.4612026      10.8039424      89.1448563 11200
      -49.8719033      81.2612278     -21.0008655      -130.14523 02200
      0.228468503      24.6471891     -4.80975119     0.523227351 10300
       -0.6668261     -83.0833892      16.2491642    -0.932542859 01300
    -0.0291594167    -0.192458448     0.032229283    0.0903889214 00400
      -5.84278208     -535.523913      105.692573     -9.96039233 30010
       66.2350572      4588.24653     -892.979914      125.712265 21010
      -169.672882     -8016.61247      1526.42771     -376.457004 12010
       92.5906877     -3836.63624      738.368545      242.192872 03010
       43.5128074     -9.42518853      6.68109206      86.8814689 20110
      -184.343787      105.924096     -38.3224171     -386.429423 11110
      -242.131942     -409.952369       57.396066      -387.74047 02110
      -2.64381439     -261.276195      51.2744841     -7.08983941 10210
       13.8789493      295.454572     -56.0604882      26.4021027 01210
       3.87489881      8.71736735     -1.23665831       6.8373992 00310
      -54.8107916     -80.9537967      8.69702789     -83.7141804 30001
       483.773812      567.280438     -56.0046433      734.304455 21001
      -747.666033     -744.236338       77.048247     -1132.00515 12001
      -564.088374     -791.629746      100.425776      -861.28177 03001
      -26.0637516      24.3383326     -8.68049532     -150.569663 20101
     -0.776804032     -294.610401      63.3960875      512.940986 11101
       231.655373      29.2160444      13.8298017      495.249813 02101
      -35.2638022      422.428479     -84.6840863     -59.8016037 10201
        218.41594     -3296.17058      662.147313      404.863205 01201
       16.5729749      100.937544     -18.4192601      23.9326804 00301
      -266.345226     -56.9728993     -17.0015443     -452.136741 20020
       1283.14394       505.31702      20.3710343      2197.41393 11020
       751.549416      192.722394      28.4842064      1173.82925 02020
      -7.16514175      1224.70364      -248.08019     -3.63649608 10120
      -50.5717228      1467.61828      -290.11113     -104.466955 01120
      -54.3874977     -117.203326      17.1256904     -114.978577 00220
       59.2378339      75.7322848     -5.05196747      111.559164 20011
       189.777704     -174.042469      53.2422638      424.142107 11011
       141.376203     -78.7903048      28.6794682      285.405936 02011
      -151.047177      732.450112     -165.158633     -310.313634 10111
        37.654521     -516.631703      101.129037     -9.73492882 01111
      -210.878111     -775.900962      132.633568     -363.028865 00211
      -369.760398      1316.70847     -301.402937     -1078.42211 20002
       35.7028154      327.216568     -64.0701573     -75.8620885 11002
       40.4319424      78.5117434     -12.6873346      28.4839493 02002
      -48.9299656      268.779661     -56.0113244      77.6993595 10102
      -11.7997202      142.068692      -28.758455      20.3471888 01102
      -276.610457       363.28276     -98.6832524     -577.779712 00202
       45.5486488     -4029.72402      821.699316      62.0442752 10030
